,Input Date,Object X ID,OEM Company,Product/Category,Level,Position Title,Hours,Years Exp High,Years Exp Low,Quoted Rate High,Quoted Rate Low,CEP Provided Rate High,CEP Provided Rate Low,Deal Total,Country,City/State,Currency Notes,Document Name,Database Practice
23700,2018-01-29,a1t2J000005OLUbQAO,,,,BA Team 1,,,,,236.73495050463276,,,,UK,,,,Services
19856,2018-01-29,a1t2J000005OLUbQAO,,,,Data Lead ,,,,,236.42547687136482,,,,UK,,,,Services
5759,2018-01-29,a1t2J000005OLUbQAO,,,,SME Team,,,,,344.53080644451677,,,,UK,,,,Services
23699,2018-01-29,a1t2J000005OLUbQAO,,,,BA Team 2,,,,,178.85100213819985,,,,UK,,,,Services
12236,2018-01-25,a1t2J000005YqtfQAC,,Migration,,Offshore Sr Consultant,,,,,45.0,55.0,35.0,,India,,,,Services
4847,2018-01-25,a1t2J000005YqtfQAC,,Migration,,Sr Consultant,,,,,195.0,250.0,175.0,,USA,,,,Services
14774,2018-01-26,a1t2J000005YqtuQAC,,"Penetration Test, Pentest",,Jr Engineer,,,,,100.0,,,,USA,,,,Services
11164,2018-01-26,a1t2J000005YqtuQAC,,"Penetration Test, Pentest",,Principle Engineer/PM/SME,,,,,275.0,,,,USA,,,,Services
4050,2018-01-26,a1t2J000005YqtuQAC,,"Penetration Test, Pentest",,Staff Engineer,,,,,125.0,,,,USA,,,,Services
10336,2018-01-26,a1t2J000005YqtuQAC,,"Penetration Test, Pentest",,Project Engineer,,,,,150.0,,,,USA,,,,Services
4375,2018-01-31,a1t2J000005Yr2DQAS,,Security,,Sr. IAM Developer,,,,,59.11,,,,USA,,,,Services
16842,2018-01-31,a1t2J000005Yr2DQAS,,,,Executive Oversight,,,,,365.0,,,,USA,,,,Services
4374,2018-01-31,a1t2J000005Yr2DQAS,,Security,,Sr. IAM Developer,,,,,54.56,,,,USA,,,,Services
16065,2018-01-31,a1t2J000005Yr2DQAS,,,,IAM Developer,,,,,41.0,,,,USA,,,,Services
13584,2018-01-31,a1t2J000005Yr2DQAS,,,,Manager and Technical Lead ,,,,,295.0,,,,USA,,,,Services
13583,2018-01-31,a1t2J000005Yr2DQAS,,,,Manager and Technical Lead ,,,,,59.11,,,,USA,,,,Services
6430,2018-02-20,a1t2J000005OXyQQAW,,Google Groups Migration,,Offshore Migration Engineer 1,,,,,16.0,,,,India,,,,Services
16349,2018-02-20,a1t2J000005OXyQQAW,,Adoption and Change Management,,Senior Consultant - PBX,,,,,340.49,,,,USA,,,,Services
12157,2018-02-20,a1t2J000005OXyQQAW,,Program Governance,,GSuite Project Manager,,,,,310.0,,,,USA,,,,Services
7105,2018-02-20,a1t2J000005OXyQQAW,,Google Groups Migration,,Offshore Migration Lead,,,,,146.67,,,,USA Visa,,,,Services
16350,2018-02-20,a1t2J000005OXyQQAW,,Teams Onboardings,,Senior Consultant - PBX,,,,,340.49,,,,USA,,,,Services
1258,2018-02-20,a1t2J000005OXyQQAW,,Google Groups Migration,,Offshore Migration Engineer 3,,,,,16.0,,,,India,,,,Services
16351,2018-02-20,a1t2J000005OXyQQAW,,Adoption and Change Management,,Lead Consultant,,,,,340.49,,,,USA,,,,Services
12238,2018-02-20,a1t2J000005OXyQQAW,,Program Governance,,ACM Project Manager,,,,,310.0,,,,USA,,,,Services
7069,2018-02-20,a1t2J000005OXyQQAW,,Gsites and Gforms Assessment,,Offshore Consultant 1,,,,,82.69,,,,India,,,,Services
11341,2018-02-20,a1t2J000005OXyQQAW,,Program Governance,,VoC Project Manager,,,,,310.0,,,,USA,,,,Services
6458,2018-02-20,a1t2J000005OXyQQAW,,Gsites and Gforms Assessment,,Offshore Solution Architect,,,,,82.69,,,,India,,,,Services
21835,2018-02-20,a1t2J000005OXyQQAW,,Program Governance,,Program Lead,,,,,350.0,,,,USA,,,,Services
21838,2018-02-20,a1t2J000005OXyQQAW,,Voice of the Customer/IRC,,Senior Consultant,,,,,357.51,,,,USA,,,,Services
21843,2018-02-20,a1t2J000005OXyQQAW,,Program Governance,,Domain Solution Architect,,,,,367.72,,,,USA,,,,Services
7228,2018-02-20,a1t2J000005OXyQQAW,,Program Governance,,Account Delivery Executive,,,,,303.06,,,,USA,,,,Services
7104,2018-02-20,a1t2J000005OXyQQAW,,Google Groups Migration,,Senior Migration Consultant,,,,,106.67,,,,USA,,,,Services
21844,2018-02-20,a1t2J000005OXyQQAW,,Teams Onboardings,,Domain Solution Architect,,,,,367.72,,,,USA,,,,Services
12306,2018-02-20,a1t2J000005OXyQQAW,,Voice of the Customer/IRC,,Premier Field Engineer,,,,,325.5,,,,USA,,,,Services
6604,2018-02-20,a1t2J000005OXyQQAW,,Gsites and Gforms Assessment,,Offshore Consultant 2,,,,,82.69,,,,India,,,,Services
7159,2018-02-20,a1t2J000005OXyQQAW,,Teams Onboardings,,Associate Consultant,,,,,200.0,,,,USA,,,,Services
2424,2018-02-20,a1t2J000005OXyQQAW,,Google Groups Migration,,Offshore Migration Engineer 2,,,,,16.0,,,,India,,,,Services
21863,2018-02-20,a1t2J000005OXyQQAW,,Gsites and Gforms Assessment,,Architect,,,,,367.72,,,,USA,,,,Services
21850,2018-02-20,a1t2J000005OXyQQAW,,Adoption and Change Management,,Architect,,,,,367.72,,,,USA,,,,Services
7223,2018-02-20,a1t2J000005OXyQQAW,,Gsites and Gforms Assessment,,Consultant 1,,,,,290.0,,,,USA,,,,Services
7224,2018-02-20,a1t2J000005OXyQQAW,,Adoption and Change Management,,Consultant,,,,,290.0,,,,USA,,,,Services
6465,2018-02-20,a1t2J000005OXyQQAW,,Program Governance,,Offshore Master Scheduler,,,,,82.69,,,,India,,,,Services
507,2018-02-20,a1t2J000005OXyQQAW,,Google Groups Migration,,Offshore Migration Engineer 4,,,,,16.0,,,,India,,,,Services
7222,2018-02-20,a1t2J000005OXyQQAW,,Gsites and Gforms Assessment,,Consultant 2,,,,,290.0,,,,USA,,,,Services
10556,2018-02-07,a1t2J000005YsgTQAS,,App Dev,,Program Manager,,,,,120.0,,,,USA Visa,,,,Services
714,2018-02-07,a1t2J000005YsgTQAS,,App Dev,,UXDev,,,,,30.0,,,,India,,,,Services
17818,2018-02-07,a1t2J000005YsgTQAS,,App Dev,,DevLead - Data Migration - ETL,,,,,35.0,,,,India,,,,Services
18077,2018-02-07,a1t2J000005YsgTQAS,,App Dev,,Developer - .Net,,,,,30.0,,,,India,,,,Services
18071,2018-02-07,a1t2J000005YsgTQAS,,App Dev,,Developer - Data Migration - Report,,,,,30.0,,,,India,,,,Services
18070,2018-02-07,a1t2J000005YsgTQAS,,App Dev,,Developer - Data Migration - Report,,,,,30.0,,,,India,,,,Services
18076,2018-02-07,a1t2J000005YsgTQAS,,App Dev,,Developer - .Net,,,,,30.0,,,,India,,,,Services
18072,2018-02-07,a1t2J000005YsgTQAS,,App Dev,,Developer - Data Migration - ETL,,,,,30.0,,,,India,,,,Services
10090,2018-02-07,a1t2J000005YsgTQAS,,App Dev,,Project Manager,,,,,35.0,,,,India,,,,Services
651,2018-02-07,a1t2J000005YsgTQAS,,App Dev,,Visual Dev,,,,,30.0,,,,India,,,,Services
23696,2018-02-07,a1t2J000005YsgTQAS,,App Dev,,BA_QA (Onsite Ready),,,,,35.0,,,,India,,,,Services
17819,2018-02-07,a1t2J000005YsgTQAS,,App Dev,,DevLead - .Net,,,,,35.0,,,,India,,,,Services
24082,2018-02-07,a1t2J000005YsgTQAS,,App Dev,,Architect ( Onsite Ready),,,,,50.0,,,,India,,,,Services
9132,2018-02-07,a1t2J000005YsgTQAS,,App Dev,,QA Lead,,,,,27.0,,,,India,,,,Services
9494,2018-02-07,a1t2J000005YsgTQAS,,App Dev,,QA,,,,,23.0,,,,India,,,,Services
9495,2018-02-07,a1t2J000005YsgTQAS,,App Dev,,QA,,,,,23.0,,,,India,,,,Services
4054,2018-02-02,a1t2J000005Yr8aQAC,,,,Staff Consultant – DevOps,,,,250.0,202.5,,,,USA,,,,Services
4543,2018-02-02,a1t2J000005Yr8aQAC,,,,Sr. Consultant – Cloud Architect /CIA,,,,325.0,263.25,,,,USA,,,,Services
4055,2018-02-02,a1t2J000005Yr8aQAC,,,,Staff Consultant – Big Data (2),,,,250.0,202.5,,,,USA,,,,Services
4542,2018-02-02,a1t2J000005Yr8aQAC,,,,Sr. Consultant – ITT,,,,325.0,263.25,,,,USA,,,,Services
4053,2018-02-02,a1t2J000005Yr8aQAC,,,,Staff Consultant – OI,,,,250.0,202.5,,,,USA,,,,Services
4541,2018-02-02,a1t2J000005Yr8aQAC,,,,Sr. Consultant – OI (2),,,,325.0,263.25,,,,USA,,,,Services
13515,2018-02-06,a1t2J000005Yr99QAC,,,,Managing Director,,,,,350.0,350.0,325.0,,USA,,,,Services
17496,2018-02-06,a1t2J000005Yr99QAC,,,,Director,,,,,275.0,330.0,275.0,,USA,,,,Services
23876,2018-02-06,a1t2J000005Yr99QAC,,,,Associate Director,,,,,250.0,280.0,230.0,,USA,,,,Services
6658,2018-02-06,a1t2J000005Yr99QAC,,,,Senior Manager,,,,,225.0,250.0,210.0,,USA,,,,Services
13601,2018-02-06,a1t2J000005Yr99QAC,,,,Manager,,,,,190.0,225.0,185.0,,USA,,,,Services
7134,2018-02-06,a1t2J000005Yr99QAC,,,,Senior Consultant,,,,,165.0,190.0,150.0,,USA,,,,Services
21728,2018-02-06,a1t2J000005Yr99QAC,,,,Consultant,,,,,140.0,155.0,125.0,,USA,,,,Services
2763,2019-08-26,a1t2J000005OXySQAW,,,,Technical Consultant (all) (Senior) (regular),,,,114.21900000000002,108.78000000000002,120.0,90.0,11801494.59,India,,Converted from Euros. Assume major cities in Western Eruope,,Services
15361,2019-08-26,a1t2J000005OXySQAW,,,,Solution Architect (regular),,,,282.05100000000004,268.62,320.0,235.0,11801494.59,UK,,Converted from Euros. Assume Eastern Eruopean cities,,Services
2761,2019-08-26,a1t2J000005OXySQAW,,,,Technical Consultant (all) (Senior) (travel),,,,85.08150000000002,81.03,83.05575,83.05575,11801494.59,India,,Converted from Euros. Assume major cities in Western Eruope,,Services
2768,2019-08-26,a1t2J000005OXySQAW,,,,Technical Consultant (all) (Expert) (regular),,,,146.85300000000004,139.86,160.0,120.0,17862046.0,India,,Converted from Euros,,Services
2766,2019-08-26,a1t2J000005OXySQAW,,,,Technical Consultant (all) (Expert) (travel),,,,110.72250000000001,105.45,108.08625,108.08625,11801494.59,UK,,Converted from Euros. Assume major cities in Western Eruope,,Services
2762,2019-08-26,a1t2J000005OXySQAW,,,,Technical Consultant (all) (Expert) (travel),,,,85.08150000000002,81.03,83.05575,83.05575,11801494.59,India,,Converted from Euros. Assume major cities in Western Eruope,,Services
13094,2019-08-26,a1t2J000005OXySQAW,,,,Solution Architect (travel),,,,110.72250000000001,105.45,108.08625,108.08625,110509.0,UK,,,,Services
23695,2019-08-26,a1t2J000005OXySQAW,,,,Business Consultant (all) (Expert) (regular),,,,146.85300000000004,139.86,150.0,100.0,17862046.0,India,,Converted from Euros,,Services
2759,2019-08-26,a1t2J000005OXySQAW,,,,Technical Consultant (all) (regular),,,,81.58500000000001,77.7,85.0,65.0,11801494.59,India,,Converted from Euros. Assume major cities in Western Eruope,,Services
2760,2019-08-26,a1t2J000005OXySQAW,,,,Technical Consultant (all) (travel),,,,85.08150000000002,81.03,83.05575,83.05575,11801494.59,India,,Converted from Euros. Assume major cities in Western Eruope,,Services
22897,2019-08-26,a1t2J000005OXySQAW,,,,Business Consultant (all) (Senior) (travel),,,,110.72250000000001,105.45,108.08625,108.08625,17862046.0,UK,,Converted from Euros. Assume major cities in Western Eruope,,Services
6227,2019-08-26,a1t2J000005OXySQAW,,,,Technical Consultant (all) (Expert) (regular),,,,303.03000000000003,288.6,300.0,250.0,110509.0,UK,,,,Services
17877,2019-08-26,a1t2J000005OXySQAW,,,,Project Managers (regular),,,,168.9975,160.95000000000002,170.0,120.0,,India,,,,Services
2722,2019-08-26,a1t2J000005OXyRQAW,,,,Migration Lead BA,,,,,267.7875,280.0,235.0,17862046.0,UK,,Converted from Euros. Assume major cities in Western Eruope,,Services
2721,2019-08-26,a1t2J000005OXyRQAW,,,,PMO,,,,,190.78125000000003,230.0,165.0,,UK,,,,Services
2724,2019-08-26,a1t2J000005OXyRQAW,,,,Front Office Lead BA,,,,,267.7875,300.0,235.0,17862046.0,UK,,Converted from Euros. Assume major cities in Western Eruope,,Services
2723,2019-08-26,a1t2J000005OXyRQAW,,,,Integration Lead Developer,,,,,267.7875,280.0,200.0,17862046.0,UK,,Converted from Euros,,Services
2720,2019-08-26,a1t2J000005OXyRQAW,,,,Programme Director,,,,,318.43125000000003,330.0,260.0,17862046.0,UK,,Converted from Euros. Assume major cities in Western Eruope,,Services
2719,2019-08-26,a1t2J000005OXyRQAW,,,,Project Managers,,,,,267.7875,295.0,200.0,96600.0,UK,,,,Services
2718,2019-08-26,a1t2J000005OXyRQAW,,,,Subject Matter Experts,,,,,305.94375,350.0,270.0,17862046.0,UK,,Converted from Euros. Assume major cities in Western Eruope,,Services
16978,2019-08-26,a1t2J000005OXySQAW,,,,Project Managers (regular),,,,221.44500000000002,210.9,295.0,200.0,91560.0,UK,,,,Services
16977,2019-08-26,a1t2J000005OXySQAW,,,,Project Managers (travel),,,,85.08150000000002,81.03,83.05575,83.05575,110509.0,India,,,,Services
3782,2019-08-26,a1t2J000005OXyRQAW,,,,Business Analysts,,,,,190.78125000000003,265.0,175.0,,UK,,,,Services
16698,2019-08-26,a1t2J000005OXySQAW,,,,Project Managers (travel),,,,110.72250000000001,105.45,108.08625,108.08625,110509.0,UK,,,,Services
22892,2019-08-26,a1t2J000005OXySQAW,,,,PMO,,,,168.9975,160.95000000000002,185.0,145.0,,India,,,,Services
22893,2019-08-26,a1t2J000005OXySQAW,,,,Numerix,,,,303.03000000000003,288.6,295.815,295.815,17862046.0,UK,,Converted from Euros. Assume major cities in Western Eruope,,Services
9582,2019-08-26,a1t2J000005OXyRQAW,,,,Back Office Lead BA,,,,,267.7875,300.0,235.0,17862046.0,UK,,Converted from Euros. Assume major cities in Western Eruope,,Services
22895,2019-08-26,a1t2J000005OXySQAW,,,,Enterprise Architect (regular),,,,376.4565,358.53000000000003,380.0,330.0,11801494.59,UK,,Converted from Euros,,Services
22953,2019-08-26,a1t2J000005OXySQAW,,,,Business Consultant (all) (Expert) (regular),,,,303.03000000000003,288.6,295.0,270.0,550800.0,UK,,,,Services
22952,2019-08-26,a1t2J000005OXySQAW,,,,Business Consultant (all) (Expert) (travel),,,,85.08150000000002,81.03,83.05575,83.05575,17862046.0,India,,Converted from Euros. Assume major cities in Western Eruope,,Services
5152,2019-08-26,a1t2J000005OXyRQAW,,,,Business Analysts,,,,,84.6375,90.0,40.0,110509.0,Russia,,,,Services
5153,2019-08-26,a1t2J000005OXyRQAW,,,,Business Analysts,,,,,150.54375000000002,175.0,130.0,,India,,,,Services
22951,2019-08-26,a1t2J000005OXySQAW,,,,Business Consultant (all) (Expert) (travel),,,,110.72250000000001,105.45,108.08625,108.08625,11801494.59,UK,,Converted from Euros. Assume major cities in Western Eruope,,Services
22894,2019-08-26,a1t2J000005OXySQAW,,,,Enterprise Architect (travel),,,,110.72250000000001,105.45,108.08625,108.08625,,UK,,,,Services
22901,2019-08-26,a1t2J000005OXySQAW,,,,Business Consultant (all) (regular),,,,81.58500000000001,77.7,90.0,65.0,11801494.59,India,,Converted from Euros. Assume major cities in Western Eruope,,Services
2725,2019-08-26,a1t2J000005OXyRQAW,,,,Developers,,,,,190.78125000000003,215.0,170.0,,UK,,,,Services
22900,2019-08-26,a1t2J000005OXySQAW,,,,Business Consultant (all) (Senior) (regular),,,,114.21900000000002,108.78000000000002,130.0,85.0,11801494.59,India,,Converted from Euros. Assume major cities in Western Eruope,,Services
22899,2019-08-26,a1t2J000005OXySQAW,,,,Business Consultant (all) (Senior) (regular),,,,206.29350000000002,196.47000000000003,220.0,170.0,110509.0,UK,,,,Services
22898,2019-08-26,a1t2J000005OXySQAW,,,,Business Consultant (all) (Senior) (travel),,,,85.08150000000002,81.03,83.05575,83.05575,17862046.0,India,,Converted from Euros. Assume major cities in Western Eruope,,Services
22896,2019-08-26,a1t2J000005OXySQAW,,,,Business Consultant (all) (travel),,,,85.08150000000002,81.03,83.05575,83.05575,11801494.59,India,,Converted from Euros. Assume major cities in Western Eruope,,Services
8617,2018-02-08,a1t2J000005YrRNQA0,Salesforce,,,Salesforce Architect ,,,,,220.0,240.0,190.0,,USA,,,,Services
16886,2018-02-08,a1t2J000005YrRNQA0,,,,Developer / Config,,,,,162.0,175.0,145.0,,USA,,,,Services
5047,2018-02-08,a1t2J000005YrRNQA0,,,,Solution Owner / Scrum Master,,,,,185.0,200.0,160.0,,USA,,,,Services
6872,2018-02-08,a1t2J000005YrRNQA0,,,,Senior Developer,,,,,190.0,200.0,165.0,,USA,,,,Services
9473,2018-02-08,a1t2J000005YrRNQA0,,,,QA,,,,,140.0,150.0,115.0,,USA,,,,Services
20529,2018-02-08,a1t2J000005YrRNQA0,,,,Data Analyst,,,,,165.0,175.0,135.0,,USA,,,,Services
16419,2018-02-08,a1t2J000005YrRNQA0,,,,Functional Lead,,,,,175.0,200.0,150.0,,USA,,,,Services
15330,2018-02-08,a1t2J000005YrRSQA0,Oracle,Peoplesoft,,Integrations Developer 4 - Offshore Functional Specialist,,,,,40.0,60.0,35.0,,India,,,,Services
15329,2018-02-08,a1t2J000005YrRSQA0,Oracle,Peoplesoft,,Integrations Developer 4 - Offshore Functional Specialist,,,,,40.0,60.0,35.0,,India,,,,Services
15328,2018-02-08,a1t2J000005YrRSQA0,Oracle,Peoplesoft,,Integrations Developer 4 - Offshore Functional Specialist,,,,,40.0,60.0,35.0,,India,,,,Services
15327,2018-02-08,a1t2J000005YrRSQA0,Oracle,Peoplesoft,,Integrations Developer 5 - Offshore Functional Specialist,,,,,40.0,60.0,35.0,,India,,,,Services
15326,2018-02-08,a1t2J000005YrRSQA0,Oracle,Peoplesoft,,Integrations Developer 5 - Offshore Functional Specialist,,,,,40.0,60.0,35.0,,India,,,,Services
2572,2018-02-08,a1t2J000005YrRSQA0,Oracle,Peoplesoft,,Technical Lead - Workstream Lead,,,,,306.25,285.0,215.0,,USA,,,,Services
15324,2018-02-08,a1t2J000005YrRSQA0,Oracle,Peoplesoft,,Integrations Developer 6 - Offshore Functional Specialist,,,,,40.0,60.0,35.0,,India,,,,Services
15323,2018-02-08,a1t2J000005YrRSQA0,Oracle,Peoplesoft,,Integrations Developer 6 - Offshore Functional Specialist,,,,,40.0,60.0,35.0,,India,,,,Services
15321,2018-02-08,a1t2J000005YrRSQA0,Oracle,Peoplesoft,,Integrations Developer 7 - Offshore Functional Specialist,,,,,60.0,75.0,60.0,,India,,,,Services
15320,2018-02-08,a1t2J000005YrRSQA0,Oracle,Peoplesoft,,Integrations Developer 8 - Offshore Functional Specialist,,,,,40.0,60.0,35.0,,India,,,,Services
15319,2018-02-08,a1t2J000005YrRSQA0,Oracle,Peoplesoft,,Integrations Developer 9 - Offshore Functional Specialist,,,,,40.0,60.0,35.0,,India,,,,Services
15331,2018-02-08,a1t2J000005YrRSQA0,Oracle,Peoplesoft,,Integrations Developer 3 - Offshore Functional Specialist,,,,,60.0,75.0,60.0,,India,,,,Services
15325,2018-02-08,a1t2J000005YrRSQA0,Oracle,Peoplesoft,,Integrations Developer 5 - Offshore Functional Specialist,,,,,40.0,60.0,35.0,,India,,,,Services
15332,2018-02-08,a1t2J000005YrRSQA0,Oracle,Peoplesoft,,Integrations Developer 3 - Offshore Functional Specialist,,,,,60.0,75.0,60.0,,India,,,,Services
16379,2018-02-08,a1t2J000005YrRSQA0,Oracle,Peoplesoft,,Functional Support - Functional Specialist,,,,,60.0,75.0,60.0,,India,,,,Services
15335,2018-02-08,a1t2J000005YrRSQA0,Oracle,Peoplesoft,,Integrations Developer 2 - Offshore Functional Specialist,,,,,60.0,75.0,60.0,,India,,,,Services
17227,2018-02-08,a1t2J000005YrRSQA0,Oracle,Peoplesoft,,Engagement Partner / Lead (Russell) - Engagement Lead,,,,,450.0,396.0,320.0,,USA,,,,Services
1795,2018-02-08,a1t2J000005YrRSQA0,Oracle,Peoplesoft,,Test Scripts Developer 4 - Offshore Functional Specialist,,,,,60.0,75.0,60.0,,India,,,,Services
1796,2018-02-08,a1t2J000005YrRSQA0,Oracle,Peoplesoft,,Test Scripts Developer 4 - Offshore Functional Specialist,,,,,60.0,75.0,60.0,,India,,,,Services
1801,2018-02-08,a1t2J000005YrRSQA0,Oracle,Peoplesoft,,Test Scripts Developer 1 - Offshore Functional Specialist,,,,,60.0,75.0,60.0,,India,,,,Services
1802,2018-02-08,a1t2J000005YrRSQA0,Oracle,Peoplesoft,,Test Scripts Developer 1 - Offshore Functional Specialist,,,,,60.0,75.0,60.0,,India,,,,Services
17036,2018-02-08,a1t2J000005YrRSQA0,Oracle,Peoplesoft,,Enhacements Lead - Workstream Lead,,,,,225.0,250.0,175.0,,USA,,,,Services
17035,2018-02-08,a1t2J000005YrRSQA0,Oracle,Peoplesoft,,Enhacements Lead - Workstream Lead,,,,,225.0,250.0,175.0,,USA,,,,Services
17034,2018-02-08,a1t2J000005YrRSQA0,Oracle,Peoplesoft,,Enhacements Lead - Workstream Lead,,,,,225.0,250.0,175.0,,USA,,,,Services
22574,2018-02-08,a1t2J000005YrRSQA0,Oracle,Peoplesoft,,ChangeLead - Workstream Lead,,,,,306.25,285.0,215.0,,USA,,,,Services
22575,2018-02-08,a1t2J000005YrRSQA0,Oracle,Peoplesoft,,Change Support - Functional Specialist,,,,,187.5,200.0,145.0,,USA,,,,Services
17033,2018-02-08,a1t2J000005YrRSQA0,Oracle,Peoplesoft,,Enhacements Lead - Workstream Lead,,,,,225.0,250.0,175.0,,USA,,,,Services
17031,2018-02-08,a1t2J000005YrRSQA0,Oracle,Peoplesoft,,Enhancements Developer 1 - Offshore Functional Specialist,,,,,60.0,75.0,60.0,,India,,,,Services
17030,2018-02-08,a1t2J000005YrRSQA0,Oracle,Peoplesoft,,Enhancements Developer 1 - Offshore Functional Specialist,,,,,60.0,75.0,60.0,,India,,,,Services
17029,2018-02-08,a1t2J000005YrRSQA0,Oracle,Peoplesoft,,Enhancements Developer 1 - Offshore Functional Specialist,,,,,60.0,75.0,60.0,,India,,,,Services
17028,2018-02-08,a1t2J000005YrRSQA0,Oracle,Peoplesoft,,Enhancements Developer 2 - Offshore Functional Specialist,,,,,60.0,75.0,60.0,,India,,,,Services
17027,2018-02-08,a1t2J000005YrRSQA0,Oracle,Peoplesoft,,Enhancements Developer 2 - Offshore Functional Specialist,,,,,60.0,75.0,60.0,,India,,,,Services
17026,2018-02-08,a1t2J000005YrRSQA0,Oracle,Peoplesoft,,Enhancements Developer 2 - Offshore Functional Specialist,,,,,60.0,75.0,60.0,,India,,,,Services
17025,2018-02-08,a1t2J000005YrRSQA0,Oracle,Peoplesoft,,Enhancements Developer 3 - Offshore Functional Specialist,,,,,60.0,75.0,60.0,,India,,,,Services
17024,2018-02-08,a1t2J000005YrRSQA0,Oracle,Peoplesoft,,Enhancements Developer 3 - Offshore Functional Specialist,,,,,60.0,75.0,60.0,,India,,,,Services
17023,2018-02-08,a1t2J000005YrRSQA0,Oracle,Peoplesoft,,Enhancements Developer 3 - Offshore Functional Specialist,,,,,60.0,75.0,60.0,,India,,,,Services
17022,2018-02-08,a1t2J000005YrRSQA0,Oracle,Peoplesoft,,Enhancements Developer 4 - Offshore Functional Specialist,,,,,40.0,60.0,35.0,,India,,,,Services
1639,2018-02-08,a1t2J000005YrRSQA0,Oracle,Peoplesoft,,Tester 1 - Offshore Functional Specialist,,,,,60.0,75.0,60.0,,India,,,,Services
1636,2018-02-08,a1t2J000005YrRSQA0,Oracle,Peoplesoft,,Tester 2 - Offshore Functional Specialist,,,,,40.0,60.0,35.0,,India,,,,Services
1634,2018-02-08,a1t2J000005YrRSQA0,Oracle,Peoplesoft,,Tester 3 - Offshore Functional Specialist,,,,,40.0,60.0,35.0,,India,,,,Services
1633,2018-02-08,a1t2J000005YrRSQA0,Oracle,Peoplesoft,,Tester 4 - Offshore Functional Specialist,,,,,40.0,60.0,35.0,,India,,,,Services
21564,2018-02-08,a1t2J000005YrRSQA0,Oracle,Peoplesoft,,Conversion Developer 5 - Offshore Functional Specialist,,,,,60.0,75.0,60.0,,India,,,,Services
21565,2018-02-08,a1t2J000005YrRSQA0,Oracle,Peoplesoft,,Conversion Developer 4 - Offshore Functional Specialist,,,,,40.0,60.0,35.0,,India,,,,Services
21566,2018-02-08,a1t2J000005YrRSQA0,Oracle,Peoplesoft,,Conversion Developer 4 - Offshore Functional Specialist,,,,,40.0,60.0,35.0,,India,,,,Services
21567,2018-02-08,a1t2J000005YrRSQA0,Oracle,Peoplesoft,,Conversion Developer 3 - Offshore Functional Specialist,,,,,40.0,60.0,35.0,,India,,,,Services
21568,2018-02-08,a1t2J000005YrRSQA0,Oracle,Peoplesoft,,Conversion Developer 3 - Offshore Functional Specialist,,,,,40.0,60.0,35.0,,India,,,,Services
21569,2018-02-08,a1t2J000005YrRSQA0,Oracle,Peoplesoft,,Conversion Developer 2 - Offshore Functional Specialist,,,,,60.0,75.0,60.0,,India,,,,Services
21570,2018-02-08,a1t2J000005YrRSQA0,Oracle,Peoplesoft,,Conversion Developer 2 - Offshore Functional Specialist,,,,,60.0,75.0,60.0,,India,,,,Services
21571,2018-02-08,a1t2J000005YrRSQA0,Oracle,Peoplesoft,,Conversion Developer 1 - Offshore Functional Specialist,,,,,60.0,75.0,60.0,,India,,,,Services
21572,2018-02-08,a1t2J000005YrRSQA0,Oracle,Peoplesoft,,Conversion Developer 1 - Offshore Functional Specialist,,,,,60.0,75.0,60.0,,India,,,,Services
21563,2018-02-08,a1t2J000005YrRSQA0,Oracle,Peoplesoft,,Conversion Developer 6 - Offshore Functional Specialist,,,,,40.0,60.0,35.0,,India,,,,Services
17021,2018-02-08,a1t2J000005YrRSQA0,Oracle,Peoplesoft,,Enhancements Developer 4 - Offshore Functional Specialist,,,,,40.0,60.0,35.0,,India,,,,Services
21562,2018-02-08,a1t2J000005YrRSQA0,Oracle,Peoplesoft,,Conversion Lead - Workstream Lead,,,,,306.25,285.0,215.0,,USA,,,,Services
21560,2018-02-08,a1t2J000005YrRSQA0,Oracle,Peoplesoft,,Conversion Lead - Workstream Lead,,,,,306.25,285.0,215.0,,USA,,,,Services
